approval_action,canonical_url,local_key,local_url,filename,wp_upload_month,attachment_ids,usage_types,usage_count,raw_variant_count,sample_usage_json,safety_note
import_file_and_create_or_reuse_media_asset,https://coveinterior.com/wp-content/uploads/2022/08/BG-1024x576-1.png,wordpress-migration/2022/08/BG-1024x576-1.png,/media/wordpress-migration/2022/08/BG-1024x576-1.png,BG-1024x576-1.png,2022/08,,page_embedded_media_url,4,3,"[{""type"":""page_embedded_media_url"",""postType"":""page"",""wpPostId"":9842,""slug"":""thank-you"",""title"":""thank you""}]",download only; corrected from malformed HTML entity URL during Phase 1 import
