approval_action,wp_product_id,wp_parent_sku,wp_variant_id,wp_variant_sku,wp_attributes_json,node_variant_id,node_product_id,node_variant_sku,node_variant_name,match_method,match_status,old_wp_url,canonical_url,target_node_url,filename
set_variation_image,10816,10816,10821,10821,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 225cm, Depth 53cm, Height 86cm""}, {""id"": 1, ""name"": ""Select color"", ""slug"": ""pa_color"", ""option"": ""225 Classic Gray / White""}]",210267,30154,10821,"Width 225cm, Depth 53cm, Height 86cm / 225 Classic Gray / White",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg
set_variation_image,12460,12460,12461,9635-1,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 60cm, Depth 55cm, Height 90cm""}]",180094,210111,9635-1,"Width 60cm, Depth 55cm, Height 90cm",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/08/1.jpg,https://coveinterior.com/wp-content/uploads/2022/08/1.jpg,/media/wordpress-migration/2022/08/1.jpg,1.jpg
set_variation_image,8150,8150,9635,9635,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 60cm, Depth 55cm, Height 90cm""}]",210278,30156,9635,"Width 60cm, Depth 55cm, Height 90cm",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/08/1.jpg,https://coveinterior.com/wp-content/uploads/2022/08/1.jpg,/media/wordpress-migration/2022/08/1.jpg,1.jpg
set_variation_image,12450,12450,12451,10880-1,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 60cm, Depth 55cm, Height 90cm""}]",180096,210112,10880-1,"Width 60cm, Depth 55cm, Height 90cm",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/10/4.jpeg,https://coveinterior.com/wp-content/uploads/2022/10/4.jpeg,/media/wordpress-migration/2022/10/4.jpeg,4.jpeg
set_variation_image,10879,10879,10880,10880,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 119cm, Depth 55cm, Height 90cm""}]",210265,30153,10880,"Width 119cm, Depth 55cm, Height 90cm",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/10/4.jpeg,https://coveinterior.com/wp-content/uploads/2022/10/4.jpeg,/media/wordpress-migration/2022/10/4.jpeg,4.jpeg
set_variation_image,8131,8131,8133,8133,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 180cm, Depth 55cm, Height 90cm""}, {""id"": 1, ""name"": ""Select color"", ""slug"": ""pa_color"", ""option"": ""Curve 180 Dark Red / Travertine""}]",210280,30157,8133,"Width 180cm, Depth 55cm, Height 90cm / Curve 180 Dark Red / Travertine",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-180-Dark-red.jpg,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-180-Dark-red.jpg,/media/wordpress-migration/2022/07/CURVE-180-Dark-red.jpg,CURVE-180-Dark-red.jpg
set_variation_image,12425,12425,12426,9872-1,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 180cm, Depth 55cm, Height 90cm""}]",180100,210114,9872-1,"Width 180cm, Depth 55cm, Height 90cm",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-180-Brown.jpg,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-180-Brown.jpg,/media/wordpress-migration/2022/07/CURVE-180-Brown.jpg,CURVE-180-Brown.jpg
set_variation_image,8131,8131,9872,9872,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 180cm, Depth 55cm, Height 90cm""}, {""id"": 1, ""name"": ""Select color"", ""slug"": ""pa_color"", ""option"": ""Curve 180 Brown / White Carrara""}]",210279,30157,9872,"Width 180cm, Depth 55cm, Height 90cm / Curve 180 Brown / White Carrara",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-180-Brown.jpg,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-180-Brown.jpg,/media/wordpress-migration/2022/07/CURVE-180-Brown.jpg,CURVE-180-Brown.jpg
set_variation_image,8112,8112,8116,8116,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 120cm, Depth 55cm, Height 90cm""}, {""id"": 1, ""name"": ""Select color"", ""slug"": ""pa_color"", ""option"": ""Curve Navy Blue / White Carrara""}]",210287,30158,8116,"Width 120cm, Depth 55cm, Height 90cm / Curve Navy Blue / White Carrara",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-NAVY-BLUE.jpg,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-NAVY-BLUE.jpg,/media/wordpress-migration/2022/07/CURVE-NAVY-BLUE.jpg,CURVE-NAVY-BLUE.jpg
set_variation_image,12416,12416,12417,8113-1-1,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 120cm, Depth 55cm, Height 90cm""}]",180101,210119,8113-1-1,"Width 120cm, Depth 55cm, Height 90cm",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-BROWN.jpg,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-BROWN.jpg,/media/wordpress-migration/2022/07/CURVE-BROWN.jpg,CURVE-BROWN.jpg
