url,httpUrl,ok,status,contentLength,contentType,error
"/media/wordpress-migration/2022/07/DETAILS-COUNTRY-62-GREEN.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-COUNTRY-62-GREEN.jpg","true","200","121721","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-COUNTRY-62-PINK.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-COUNTRY-62-PINK.jpg","true","200","122250","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-COUNTRY-62-RED.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-COUNTRY-62-RED.jpg","true","200","109262","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-COUNTRY-62-WHITE.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-COUNTRY-62-WHITE.jpg","true","200","127270","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-CURVE-BROWN-B.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-CURVE-BROWN-B.jpg","true","200","108181","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-CURVE-BROWN.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-CURVE-BROWN.jpg","true","200","70674","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-CURVE-DARK-RED-B.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-CURVE-DARK-RED-B.jpg","true","200","107042","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-CURVE-DARK-RED.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-CURVE-DARK-RED.jpg","true","200","75372","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-CURVE-LIGHT-BLUE-2.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-CURVE-LIGHT-BLUE-2.jpg","true","200","75790","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-CURVE-LIGHT-BLUE-B.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-CURVE-LIGHT-BLUE-B.jpg","true","200","140248","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-CURVE-NAVY-BLUE-B.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-CURVE-NAVY-BLUE-B.jpg","true","200","110932","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-CURVE-NAVY-BLUE.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-CURVE-NAVY-BLUE.jpg","true","200","72490","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-CURVE-ROYAL-GREEN-B.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-CURVE-ROYAL-GREEN-B.jpg","true","200","114184","image/jpeg",""
"/media/wordpress-migration/2022/07/DETAILS-CURVE-ROYAL-GREEN.jpg","https://app.coveinterior.com/media/wordpress-migration/2022/07/DETAILS-CURVE-ROYAL-GREEN.jpg","true","200","71733","image/jpeg",""
"/media/wordpress-migration/2023/01/Roshina-1-beige-3.jpeg","https://app.coveinterior.com/media/wordpress-migration/2023/01/Roshina-1-beige-3.jpeg","true","200","199250","image/jpeg",""
"/media/wordpress-migration/2023/01/Roshina-1-light-green-1.jpg","https://app.coveinterior.com/media/wordpress-migration/2023/01/Roshina-1-light-green-1.jpg","true","200","38255","image/jpeg",""
"/media/wordpress-migration/2023/01/Roshina-1-light-green-2.jpg","https://app.coveinterior.com/media/wordpress-migration/2023/01/Roshina-1-light-green-2.jpg","true","200","102560","image/jpeg",""
"/media/wordpress-migration/2023/01/Roshina-1-light-green-3.jpg","https://app.coveinterior.com/media/wordpress-migration/2023/01/Roshina-1-light-green-3.jpg","true","200","183382","image/jpeg",""
"/media/wordpress-migration/2023/01/Roshina-1-light-green-4.jpg","https://app.coveinterior.com/media/wordpress-migration/2023/01/Roshina-1-light-green-4.jpg","true","200","216171","image/jpeg",""
"/media/wordpress-migration/2023/01/Roshina-1-light-green-5.jpg","https://app.coveinterior.com/media/wordpress-migration/2023/01/Roshina-1-light-green-5.jpg","true","200","204862","image/jpeg",""
"/media/wordpress-migration/2023/08/country-62-4x4-1-scaled.jpg","https://app.coveinterior.com/media/wordpress-migration/2023/08/country-62-4x4-1-scaled.jpg","true","200","242641","image/jpeg",""
"/media/wordpress-migration/2023/09/221121-model-2.jpg","https://app.coveinterior.com/media/wordpress-migration/2023/09/221121-model-2.jpg","true","200","98159","image/jpeg",""
"/media/wordpress-migration/2023/09/chandeler-1.jpg","https://app.coveinterior.com/media/wordpress-migration/2023/09/chandeler-1.jpg","true","200","1703628","image/jpeg",""
"/media/wordpress-migration/2023/12/MR1-gray-opened.jpg","https://app.coveinterior.com/media/wordpress-migration/2023/12/MR1-gray-opened.jpg","true","200","189464","image/jpeg",""
"/media/wordpress-migration/2023/12/MR1-gray-opened.webp","https://app.coveinterior.com/media/wordpress-migration/2023/12/MR1-gray-opened.webp","true","200","74338","image/webp",""
"/media/wordpress-migration/2023/12/MR3-black-closed.webp","https://app.coveinterior.com/media/wordpress-migration/2023/12/MR3-black-closed.webp","true","200","122900","image/webp",""
"/media/wordpress-migration/2023/12/MR3-black-opened.webp","https://app.coveinterior.com/media/wordpress-migration/2023/12/MR3-black-opened.webp","true","200","131698","image/webp",""
"/media/wordpress-migration/2023/12/MR3-gray-closed.webp","https://app.coveinterior.com/media/wordpress-migration/2023/12/MR3-gray-closed.webp","true","200","124744","image/webp",""
"/media/wordpress-migration/2023/12/MR3-gray-opened.webp","https://app.coveinterior.com/media/wordpress-migration/2023/12/MR3-gray-opened.webp","true","200","134992","image/webp",""
"/media/wordpress-migration/2023/12/MR4-black.jpg","https://app.coveinterior.com/media/wordpress-migration/2023/12/MR4-black.jpg","true","200","159735","image/jpeg",""
"/media/wordpress-migration/2023/12/MR5-black.webp","https://app.coveinterior.com/media/wordpress-migration/2023/12/MR5-black.webp","true","200","78442","image/webp",""
"/media/wordpress-migration/2023/12/MR6-black.webp","https://app.coveinterior.com/media/wordpress-migration/2023/12/MR6-black.webp","true","200","37640","image/webp",""
"/media/wordpress-migration/2025/02/GFX3678-Edit-websize.png","https://app.coveinterior.com/media/wordpress-migration/2025/02/GFX3678-Edit-websize.png","true","200","2085179","image/png",""
"/media/wordpress-migration/2025/02/Mubkhar-coil-holder.jpg","https://app.coveinterior.com/media/wordpress-migration/2025/02/Mubkhar-coil-holder.jpg","true","200","1633743","image/jpeg",""
"/media/wordpress-migration/2025/02/black-mubkhar1.jpg","https://app.coveinterior.com/media/wordpress-migration/2025/02/black-mubkhar1.jpg","true","200","92881","image/jpeg",""
"/media/wordpress-migration/2025/02/petrol-mubkhar1.jpg","https://app.coveinterior.com/media/wordpress-migration/2025/02/petrol-mubkhar1.jpg","true","200","97237","image/jpeg",""
