kind,id,url,key,onDisk,referenceCount,referencedAt,classification,recommendation,reason
"media_asset","48","/media/wordpress-migration/2022/07/COUNTRY-167-GREEN-DETAILS.jpg","wordpress-migration/2022/07/COUNTRY-167-GREEN-DETAILS.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","49","/media/wordpress-migration/2022/07/COUNTRY-167-GREEN.jpg","wordpress-migration/2022/07/COUNTRY-167-GREEN.jpg","true","15","products.images#390077;product_variants.image#180110;product_variants.image#210228;product_variants.image#210273;product_variants.image#240286;product_variants.image#240376;product_variants.image#240537;product_variants.image#270159;product_variants.image#270200;product_variants.image#300228;product_variants.image#300273;product_variants.image#330421;product_variants.image#330586;product_variants.image#330972;product_variants.image#331233","retain","retain_no_action","asset_available_or_referenced"
"media_asset","50","/media/wordpress-migration/2022/07/COUNTRY-167-PINK-DETAILS-2.jpg","wordpress-migration/2022/07/COUNTRY-167-PINK-DETAILS-2.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","51","/media/wordpress-migration/2022/07/COUNTRY-167-PINK-DETAILS.jpg","wordpress-migration/2022/07/COUNTRY-167-PINK-DETAILS.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","52","/media/wordpress-migration/2022/07/COUNTRY-167-PINK.jpg","wordpress-migration/2022/07/COUNTRY-167-PINK.jpg","true","6","product_variants.image#210275;product_variants.image#240380;product_variants.image#270198;product_variants.image#300275;product_variants.image#330597;product_variants.image#331248","retain","retain_no_action","asset_available_or_referenced"
"media_asset","53","/media/wordpress-migration/2022/07/COUNTRY-167-RED-DETAILS-2.jpg","wordpress-migration/2022/07/COUNTRY-167-RED-DETAILS-2.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","54","/media/wordpress-migration/2022/07/COUNTRY-167-RED-DETAILS.jpg","wordpress-migration/2022/07/COUNTRY-167-RED-DETAILS.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","55","/media/wordpress-migration/2022/07/COUNTRY-167-RED.jpg","wordpress-migration/2022/07/COUNTRY-167-RED.jpg","true","6","product_variants.image#210276;product_variants.image#240382;product_variants.image#270197;product_variants.image#300276;product_variants.image#330601;product_variants.image#331254","retain","retain_no_action","asset_available_or_referenced"
"media_asset","56","/media/wordpress-migration/2022/07/COUNTRY-167-WHITE-DETAILS-2.jpg","wordpress-migration/2022/07/COUNTRY-167-WHITE-DETAILS-2.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","57","/media/wordpress-migration/2022/07/COUNTRY-167-WHITE-DETAILS.jpg","wordpress-migration/2022/07/COUNTRY-167-WHITE-DETAILS.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","58","/media/wordpress-migration/2022/07/COUNTRY-167-WHITE.jpg","wordpress-migration/2022/07/COUNTRY-167-WHITE.jpg","true","6","product_variants.image#210277;product_variants.image#240384;product_variants.image#270196;product_variants.image#300277;product_variants.image#330606;product_variants.image#331260","retain","retain_no_action","asset_available_or_referenced"
"media_asset","59","/media/wordpress-migration/2022/07/COUNTRY-62-BEECH.jpg","wordpress-migration/2022/07/COUNTRY-62-BEECH.jpg","true","13","product_variants.image#180105;product_variants.image#210225;product_variants.image#210298;product_variants.image#240280;product_variants.image#240425;product_variants.image#240534;product_variants.image#270156;product_variants.image#270233;product_variants.image#300225;product_variants.image#300298;product_variants.image#330404;product_variants.image#330715;product_variants.image#330953","retain","retain_no_action","asset_available_or_referenced"
"media_asset","60","/media/wordpress-migration/2022/07/COUNTRY-62-BEIGE-DETAILS.jpg","wordpress-migration/2022/07/COUNTRY-62-BEIGE-DETAILS.jpg","true","2","products.images#390051;products.images#390080","retain","retain_no_action","asset_available_or_referenced"
"media_asset","61","/media/wordpress-migration/2022/07/COUNTRY-62-BEIGE.jpg","wordpress-migration/2022/07/COUNTRY-62-BEIGE.jpg","true","10","product_variants.image#210299;product_variants.image#210300;product_variants.image#240427;product_variants.image#240429;product_variants.image#270225;product_variants.image#270232;product_variants.image#300299;product_variants.image#300300;product_variants.image#330720;product_variants.image#330726","retain","retain_no_action","asset_available_or_referenced"
"media_asset","62","/media/wordpress-migration/2022/07/COUNTRY-62-BLACK-DETAILS.jpg","wordpress-migration/2022/07/COUNTRY-62-BLACK-DETAILS.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","63","/media/wordpress-migration/2022/07/COUNTRY-62-BLACK.jpg","wordpress-migration/2022/07/COUNTRY-62-BLACK.jpg","true","5","product_variants.image#210301;product_variants.image#240431;product_variants.image#270231;product_variants.image#300301;product_variants.image#330732","retain","retain_no_action","asset_available_or_referenced"
"media_asset","64","/media/wordpress-migration/2022/07/COUNTRY-62-BLUE-DETAILS-1.jpg","wordpress-migration/2022/07/COUNTRY-62-BLUE-DETAILS-1.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","65","/media/wordpress-migration/2022/07/COUNTRY-62-BLUE.jpg","wordpress-migration/2022/07/COUNTRY-62-BLUE.jpg","true","5","product_variants.image#210302;product_variants.image#240432;product_variants.image#270230;product_variants.image#300302;product_variants.image#330737","retain","retain_no_action","asset_available_or_referenced"
"media_asset","66","/media/wordpress-migration/2022/07/COUNTRY-62-GREEN-DETAILS.jpg","wordpress-migration/2022/07/COUNTRY-62-GREEN-DETAILS.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","67","/media/wordpress-migration/2022/07/COUNTRY-62-GREEN.jpg","wordpress-migration/2022/07/COUNTRY-62-GREEN.jpg","true","5","product_variants.image#210306;product_variants.image#240440;product_variants.image#270229;product_variants.image#300306;product_variants.image#330757","retain","retain_no_action","asset_available_or_referenced"
"media_asset","68","/media/wordpress-migration/2022/07/COUNTRY-62-PINK-DETAILS.jpg","wordpress-migration/2022/07/COUNTRY-62-PINK-DETAILS.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","69","/media/wordpress-migration/2022/07/COUNTRY-62-PINK.jpg","wordpress-migration/2022/07/COUNTRY-62-PINK.jpg","true","5","product_variants.image#210303;product_variants.image#240434;product_variants.image#270228;product_variants.image#300303;product_variants.image#330742","retain","retain_no_action","asset_available_or_referenced"
"media_asset","70","/media/wordpress-migration/2022/07/COUNTRY-62-RED-DETAILS.jpg","wordpress-migration/2022/07/COUNTRY-62-RED-DETAILS.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","71","/media/wordpress-migration/2022/07/COUNTRY-62-RED.jpg","wordpress-migration/2022/07/COUNTRY-62-RED.jpg","true","5","product_variants.image#210304;product_variants.image#240436;product_variants.image#270227;product_variants.image#300304;product_variants.image#330747","retain","retain_no_action","asset_available_or_referenced"
"media_asset","72","/media/wordpress-migration/2022/07/COUNTRY-62-WHITE-DETAILS.jpg","wordpress-migration/2022/07/COUNTRY-62-WHITE-DETAILS.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","73","/media/wordpress-migration/2022/07/COUNTRY-62-WHITE.jpg","wordpress-migration/2022/07/COUNTRY-62-WHITE.jpg","true","5","product_variants.image#210305;product_variants.image#240438;product_variants.image#270226;product_variants.image#300305;product_variants.image#330752","retain","retain_no_action","asset_available_or_referenced"
"media_asset","74","/media/wordpress-migration/2022/07/CURVE-180-Brown.jpg","wordpress-migration/2022/07/CURVE-180-Brown.jpg","true","14","product_variants.image#180100;product_variants.image#210222;product_variants.image#210279;product_variants.image#240274;product_variants.image#240387;product_variants.image#240531;product_variants.image#270153;product_variants.image#270206;product_variants.image#300222;product_variants.image#300279;product_variants.image#330389;product_variants.image#330615;product_variants.image#330935;product_variants.image#331283","retain","retain_no_action","asset_available_or_referenced"
"media_asset","75","/media/wordpress-migration/2022/07/CURVE-180-Dark-red.jpg","wordpress-migration/2022/07/CURVE-180-Dark-red.jpg","true","7","products.images#390083;product_variants.image#210280;product_variants.image#240389;product_variants.image#270210;product_variants.image#300280;product_variants.image#330621;product_variants.image#331291","retain","retain_no_action","asset_available_or_referenced"
"media_asset","76","/media/wordpress-migration/2022/07/CURVE-180-Light-blue.jpg","wordpress-migration/2022/07/CURVE-180-Light-blue.jpg","true","6","product_variants.image#210281;product_variants.image#240391;product_variants.image#270209;product_variants.image#300281;product_variants.image#330626;product_variants.image#331299","retain","retain_no_action","asset_available_or_referenced"
"media_asset","77","/media/wordpress-migration/2022/07/CURVE-180-Navy-blue.jpg","wordpress-migration/2022/07/CURVE-180-Navy-blue.jpg","true","6","product_variants.image#210282;product_variants.image#240393;product_variants.image#270208;product_variants.image#300282;product_variants.image#330631;product_variants.image#331306","retain","retain_no_action","asset_available_or_referenced"
"media_asset","78","/media/wordpress-migration/2022/07/CURVE-180-Royal-green.jpg","wordpress-migration/2022/07/CURVE-180-Royal-green.jpg","true","6","products.images#390054;product_variants.image#210283;product_variants.image#240395;product_variants.image#270207;product_variants.image#300283;product_variants.image#330637","retain","retain_no_action","asset_available_or_referenced"
"media_asset","79","/media/wordpress-migration/2022/07/CURVE-2-BROWN-1.jpg","wordpress-migration/2022/07/CURVE-2-BROWN-1.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","80","/media/wordpress-migration/2022/07/CURVE-2-DARK-RED-1.jpg","wordpress-migration/2022/07/CURVE-2-DARK-RED-1.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","81","/media/wordpress-migration/2022/07/CURVE-2-LIGHT-BLUE-1.jpg","wordpress-migration/2022/07/CURVE-2-LIGHT-BLUE-1.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
"media_asset","82","/media/wordpress-migration/2022/07/CURVE-2-NEUTRAL-GREEN.jpg","wordpress-migration/2022/07/CURVE-2-NEUTRAL-GREEN.jpg","true","1","categories.image#360118","retain","retain_no_action","asset_available_or_referenced"
"media_asset","83","/media/wordpress-migration/2022/07/CURVE-2-Navy-Blue-1.jpg","wordpress-migration/2022/07/CURVE-2-Navy-Blue-1.jpg","false","0","","blocked_cleanup_risk","do_not_delete_record_until_missing_file_investigated","media_library_record_points_to_missing_filesystem_file"
